Запрос,Частота (точная),Частота (базовая),Регион,Интент,Страница/группа,Кластер,Источник,Приоритет,Тип хвоста,Конкуренция,SERP-пометки,Контент/UX задачи,Статус,Комментарии
какой газобетон лучше,,661,moscow,информационный,/construction,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон 2,,641,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
бонолит газобетонные,,628,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
газобетон 150,,628,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
пена для газобетона,,627,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,длинный,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон d500,,604,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
istkult,,600.0,moscow,информационный,/construction,общий спрос,Webmaster,1,основной,высокая,,Расширить контент и CTA под региональные запросы,к проработке,demand=600.0; clicks=493.0
газобетонные блоки бонолит,,585,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
газобетон внутри,,560,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон бесплатно,,557,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон москва,,555,moscow,брендовый,/moscow/catalog/,бренд: Москва,Wordstat,1,основной,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
сколько стоит построить из газобетона,,549,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
утепление газобетона,,548,moscow,информационный,/construction,утепление,Wordstat,1,основной,,,Добавить советы по утеплению и материалы,к проработке,
терраса из газобетона,,537,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,длинный,,,Расширить контент и CTA под региональные запросы,к проработке,
пеноблок бонолит,,535,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
газобетон 8,,532,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон цена за куб,,521.0,moscow,коммерческий,/moscow/catalog,цены,"Webmaster, Wordstat",1,длинный,средняя,,Актуализировать блок цен и условия покупки,к проработке,demand=521.0; clicks=390.0
перекрытие из газобетона,,507,moscow,коммерческий,/moscow/catalog,общий спрос,"Webmaster, Wordstat",1,длинный,средняя,,Расширить контент и CTA под региональные запросы,к проработке,demand=13.0; clicks=13.0
завод бонолит,,497,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
окна в газобетон,,497,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,длинный,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон официальный,,496,moscow,брендовый,/moscow/catalog/-,бренд: Официальный сайт,Wordstat,1,основной,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
армопояс для газобетона,,494,moscow,коммерческий,/moscow/catalog,конструкции,Wordstat,1,длинный,,,"Уточнить требования к армопоясу, добавить схемы",к проработке,
блоки бонолит купить,,487,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
сайт газобетон,,482,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон бонолит,,478,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
6 6 газобетон,,475,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,длинный,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон официальный сайт,,471,moscow,брендовый,/moscow/catalog/-,бренд: Официальный сайт,Wordstat,1,длинный,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
газобетон 200,,462,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
сколько блоков газобетон,,455,moscow,информационный,/moscow/calculator,общий спрос,Wordstat,1,вопрос,,,Дополнить калькулятор пояснениями и CTA,к проработке,
расчет газобетона,,451,moscow,информационный,/moscow/calculator,калькулятор,Wordstat,1,вопрос,,,Дополнить калькулятор пояснениями и CTA,к проработке,
газобетон 400,,448,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон строй,,441,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон 3,,440,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон 10,,437,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
плиты из газобетона,,436,moscow,информационный,/construction,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
фасадный газобетон,,425,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
компания газобетон,,419,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
бонолит 600,,413,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
газобетон строительный,,413,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон отзывы,,412,moscow,информационный,/construction,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
толщина стен из газобетона,,407,moscow,информационный,/construction,характеристики,Wordstat,1,длинный,,,Добавить таблицы характеристик и FAQ по параметрам,к проработке,
сколько кубов газобетона,,406,moscow,информационный,/construction,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон фото,,391,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон м3,,385,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
бонолит купавна,,380,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
газобетон фундамент какой,,377,moscow,информационный,/construction,фундамент,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
постройка газобетона,,369,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон 250,,365,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
армирование газобетона,,363,moscow,информационный,/construction,конструкции,Wordstat,1,основной,,,"Уточнить требования к армопоясу, добавить схемы",к проработке,
газобетон 300,,363,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон 5,,350,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон разница,,350,moscow,информационный,/construction,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
плотность газобетона,,348,moscow,коммерческий,/moscow/catalog,характеристики,Wordstat,1,основной,,,Добавить таблицы характеристик и FAQ по параметрам,к проработке,
как сделать газобетон,,345,moscow,информационный,/construction,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
мансарда газобетон,,344,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
пила по газобетону,,341,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,длинный,,,Расширить контент и CTA под региональные запросы,к проработке,
размер блока газобетона,,334,moscow,коммерческий,/moscow/catalog,характеристики,Wordstat,1,длинный,,,Добавить таблицы характеристик и FAQ по параметрам,к проработке,
блоки бонолит цена,,333,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
газобетон кг,,316,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
несущий газобетон,,316,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон bonolit,,315,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,"Webmaster, Wordstat",1,основной,высокая,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,demand=129.0; clicks=88.0
газобетон плюсы,,315,moscow,информационный,/construction,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон дверь,,314,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
минусы газобетона,,313,moscow,информационный,/construction,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
бонолит 250 250 600,,311,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
калужский газобетон,,311,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
бонолит старая,,310,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
газобетон 600,,309,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
куб бонолит,,309,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
монтаж газобетона,,308,moscow,информационный,/construction,монтаж,Wordstat,1,основной,,,Расписать этапы монтажа и предложить услуги/инструкции,к проработке,
бонолит старая купавна,,305,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
тепло газобетон,,303,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон завод,,302,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
форум газобетона,,299,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
автоклавный газобетон,,296,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон 120,,296,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
пол газобетон,,286,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
строительная компания газобетон,,285,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,длинный,,,Расширить контент и CTA под региональные запросы,к проработке,
вес газобетона,,284,moscow,информационный,/construction,характеристики,Wordstat,1,основной,,,Добавить таблицы характеристик и FAQ по параметрам,к проработке,
коробка из газобетона,,283,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,длинный,,,Расширить контент и CTA под региональные запросы,к проработке,
фундамент под газобетон,,282,moscow,коммерческий,/moscow/catalog,фундамент,Wordstat,1,длинный,,,Расширить контент и CTA под региональные запросы,к проработке,
монолитный газобетон,,281,moscow,информационный,/construction,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон для перегородок,,280,moscow,коммерческий,/moscow/catalog,перегородки,Wordstat,1,длинный,,,"Выделить раздел про перегородки, указать размеры",к проработке,
газобетон плюсы и минусы,,280,moscow,информационный,/construction,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
утепляют ли газобетон,,280,moscow,информационный,/construction,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
сабельная для газобетона,,279,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,длинный,,,Расширить контент и CTA под региональные запросы,к проработке,
теплый газобетон,,279,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
бетон газобетон,,274,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
выбрать газобетон,,273,moscow,информационный,/construction,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
bonolit блоки купить,,272.0,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Webmaster,1,длинный,высокая,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,demand=272.0; clicks=206.0
штука газобетона,,271,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
саморезы для газобетона,,270,moscow,коммерческий,/moscow/catalog,крепеж,Wordstat,1,длинный,,,Расширить контент и CTA под региональные запросы,к проработке,
какая стена газобетона,,266,moscow,информационный,/construction,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
варианты газобетона,,264,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
работа газобетон,,263,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
сабельная пила для газобетона,,263,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,длинный,,,Расширить контент и CTA под региональные запросы,к проработке,
высота газобетона,,260,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
вентиляция газобетон,,256,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
бонолит d500,,254,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
газобетон скачать,,254,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон зимой,,253,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон рядом,,253,moscow,коммерческий,/moscow/catalog,проекты зданий,Wordstat,1,основной,,,Сделать подборку проектов и расчеты материалов,к проработке,
поддон газобетона,,253,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
блоки бонолит 600,,252,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
какой толщины газобетон,,250,moscow,информационный,/construction,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
теплопроводность газобетона,,250,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон блок цена,,247,moscow,коммерческий,/moscow/catalog,цены,Wordstat,1,длинный,,,Актуализировать блок цен и условия покупки,к проработке,
газобетон сколько нужно,,245,moscow,информационный,/moscow/calculator,общий спрос,Wordstat,1,вопрос,,,Дополнить калькулятор пояснениями и CTA,к проработке,
ряд газобетона,,245,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
кладу газобетон,,242,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
бонолит блоки 250 250,,241,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
дешевый газобетон,,241,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
сколько газобетона в кубе,,239,moscow,информационный,/moscow/calculator,общий спрос,Wordstat,1,вопрос,,,Дополнить калькулятор пояснениями и CTA,к проработке,
армопояса под газобетон,,228,moscow,коммерческий,/moscow/catalog,конструкции,Wordstat,1,длинный,,,"Уточнить требования к армопоясу, добавить схемы",к проработке,
грин газобетон,,227,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетонные блоки bonolit,,226.0,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Webmaster,1,длинный,средняя,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,demand=226.0; clicks=152.0
глеб газобетон,,225,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон 1 этаж,,223,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,длинный,,,Расширить контент и CTA под региональные запросы,к проработке,
бонолит д500,,221,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
бонолит размер,,219,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
газобетон 10х10,,216,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
какой газобетон использовать,,214,moscow,информационный,/construction,общий спрос,Wordstat,1,вопрос,,,Расширить контент и CTA под региональные запросы,к проработке,
расчет газобетона калькулятор,,214,moscow,информационный,/moscow/calculator,калькулятор,Wordstat,1,вопрос,,,Дополнить калькулятор пояснениями и CTA,к проработке,
газобетон d600,,213,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон в московской области цена,,211,moscow,коммерческий,/moscow/catalog,цены,Wordstat,1,длинный,,,Актуализировать блок цен и условия покупки,к проработке,
газобетон d400,,209,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
газобетон квадрат,,208,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
сетка для газобетона,,208,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,длинный,,,Расширить контент и CTA под региональные запросы,к проработке,
bonolit официальный сайт,,207.0,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Webmaster,1,длинный,средняя,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,demand=207.0; clicks=84.0
бонолит электросталь,,207,moscow,брендовый,/moscow/catalog/bonolit,бренд: Bonolit,Wordstat,1,вопрос,,,Подготовить бренд-лендинг с описанием завода и фильтром,к проработке,
газобетон недорого,,203,moscow,коммерческий,/moscow/catalog,общий спрос,Wordstat,1,основной,,,Расширить контент и CTA под региональные запросы,к проработке,
калькулятор блоков газобетона,,202,moscow,информационный,/moscow/calculator,калькулятор,Wordstat,1,длинный,,,Дополнить калькулятор пояснениями и CTA,к проработке,
